Month-year,CPI,Interest Rates,Exchange Rates,Product,Unit of Quantity,Production
13-Jun,5.9,10.56,115.7072,Deep Freezers,Nos.,"9,532"
13-Jul,8.3,10.2,116.7072,Deep Freezers,Nos.,"5,610"
13-Aug,8.5,9.69,117.7072,Deep Freezers,Nos.,"5,734"
13-Sep,7.4,9.7,118.7072,Deep Freezers,Nos.,"8,241"
13-Oct,9.1,10.38,119.7072,Deep Freezers,Nos.,"6,625"
13-Nov,10.9,10,120.7072,Deep Freezers,Nos.,"6,071"
13-Dec,9.2,10.54,121.7072,Deep Freezers,Nos.,"5,694"
14-Jan,7.9,11.02,122.7072,Deep Freezers,Nos.,"8,380"
14-Feb,7.9,10.66,123.7072,Deep Freezers,Nos.,"5,577"
14-Mar,8.5,10.53,124.7072,Deep Freezers,Nos.,"5,577"
14-Apr,9.2,10.81,125.7072,Deep Freezers,Nos.,"7,828"
14-May,8.3,10.59,126.7072,Deep Freezers,Nos.,"9,090"
14-Jun,8.2,10.37,127.7072,Deep Freezers,Nos.,"6,952"
14-Jul,7.9,10.38,128.7072,Deep Freezers,Nos.,"7,091"
14-Aug,7,10.33,129.7072,Deep Freezers,Nos.,"4,191"
14-Sep,7.7,10.3,130.7072,Deep Freezers,Nos.,"8,470"
14-Oct,5.8,10.48,131.7072,Deep Freezers,Nos.,"3,947"
14-Nov,4,10.41,132.7072,Deep Freezers,Nos.,"3,376"
14-Dec,4.3,10.28,133.7072,Deep Freezers,Nos.,"11,741"
15-Jan,3.9,10.35,134.7072,Deep Freezers,Nos.,"4,848"
15-Feb,3.2,9.5,135.7072,Deep Freezers,Nos.,4556
15-Mar,2.5,9.31,136.7072,Deep Freezers,Nos.,"8,074"
15-Apr,2.1,8.85,137.7072,Deep Freezers,Nos.,"8,989"
15-May,3.2,8.61,138.7072,Deep Freezers,Nos.,"13,217"
15-Jun,3.2,8.24,139.7072,Deep Freezers,Nos.,"12,193"
15-Jul,1.9,7.88,140.7072,Deep Freezers,Nos.,"9,956"
15-Aug,1.8,7.78,141.7072,Deep Freezers,Nos.,"4,692"
15-Sep,1.3,7.78,142.7072,Deep Freezers,Nos.,"8,945"
15-Oct,1.6,7.57,143.7072,Deep Freezers,Nos.,"3,982"
15-Nov,2.7,7.32,144.7072,Deep Freezers,Nos.,"1,877"
15-Dec,3.2,7.28,145.7072,Deep Freezers,Nos.,"1,993"
16-Jan,3.3,7.15,146.7072,Deep Freezers,Nos.,"3,611"
16-Feb,4,7.28,147.7072,Deep Freezers,Nos.,"7,215"
16-Mar,3.9,7.13,148.7072,Deep Freezers,Nos.,"12,935"
16-Apr,4.2,6.03,149.7072,Deep Freezers,Nos.,"16,405"
16-May,3.2,7.07,150.7072,Deep Freezers,Nos.,"19,999"
16-Jun,3.2,7.15,151.7072,Deep Freezers,Nos.,"10,772"
16-Jul,4.1,6.95,152.7072,Deep Freezers,Nos.,"10,124"
16-Aug,3.6,6.82,153.7072,Deep Freezers,Nos.,"10,532"
16-Sep,3.9,6.9,154.7072,Deep Freezers,Nos.,"6,860"
16-Oct,4.2,6.96,155.7072,Deep Freezers,Nos.,"7,274"
16-Nov,3.8,6.84,156.7072,Deep Freezers,Nos.,"4,438"
16-Dec,3.7,7,157.7072,Deep Freezers,Nos.,"6,502"
17-Jan,3.7,7.09,158.7072,Deep Freezers,Nos.,"6,704"
17-Feb,4.2,6.95,159.7072,Deep Freezers,Nos.,"14,567"
17-Mar,4.9,6.93,160.7072,Deep Freezers,Nos.,"15,959"
17-Apr,4.8,6.9,161.7072,Deep Freezers,Nos.,"15,583"
17-May,5,6.93,162.7072,Deep Freezers,Nos.,"16,965"
17-Jun,3.9,7.07,163.7072,Deep Freezers,Nos.,"14,496"
17-Jul,2.9,7.03,164.7072,Deep Freezers,Nos.,"11,278"
17-Aug,3.4,6.86,165.7072,Deep Freezers,Nos.,"11,675"
17-Sep,3.9,6.92,166.7072,Deep Freezers,Nos.,"6,817"
17-Oct,3.8,7.01,167.7072,Deep Freezers,Nos.,"5,405"
17-Nov,4,7.07,168.7072,Deep Freezers,Nos.,"4,394"
17-Dec,4.6,7.04,169.7072,Deep Freezers,Nos.,"4,136"
18-Jan,4.4,7.11,170.7072,Deep Freezers,Nos.,"5,305"
18-Feb,3.8,7.01,171.7072,Deep Freezers,Nos.,"15,070"
18-Mar,3.2,7,172.7072,Deep Freezers,Nos.,"17,449"
18-Apr,3.7,7.22,173.7072,Deep Freezers,Nos.,"18,928"
18-May,4.2,7.16,174.7072,Deep Freezers,Nos.,"16,720"
18-Jun,5.2,7.45,175.7072,Deep Freezers,Nos.,"17,056"
18-Jul,5.8,7.72,176.7072,Deep Freezers,Nos.,"15,165"
18-Aug,5.8,7.94,177.7072,Deep Freezers,Nos.,"13,248"
18-Sep,5.1,8.12,178.7072,Deep Freezers,Nos.,"6,442"
18-Oct,6.8,8.81,179.7072,Deep Freezers,Nos.,"5,907"
18-Nov,6.5,9.13,180.7072,Deep Freezers,Nos.,"5,346"
18-Dec,6.2,9.73,181.7072,Deep Freezers,Nos.,"5,014"
19-Jan,7.2,10.66,182.7072,Deep Freezers,Nos.,"5,305"
19-Feb,8.2,10.49,183.7072,Deep Freezers,Nos.,"8,273"
19-Mar,9.4,10.67,184.7072,Deep Freezers,Nos.,"29,281"
19-Apr,8.8,11.18,185.7072,Deep Freezers,Nos.,"33,441"
19-May,9.1,11.6,186.7072,Deep Freezers,Nos.,"32,368"
19-Jun,8.9,12.43,187.7072,Deep Freezers,Nos.,"32,669"
19-Jul,10.3,13.26,188.7072,Deep Freezers,Nos.,"14,586"
19-Aug,11.6,13.09,189.7072,Deep Freezers,Nos.,"18,206"
19-Sep,12.6,13.51,190.7072,Deep Freezers,Nos.,"15,324"
19-Oct,11.1,13.67,191.7072,Deep Freezers,Nos.,"7,354"
19-Nov,12.3,13.84,192.7072,Deep Freezers,Nos.,"6,948"
19-Dec,12.4,13.84,193.7072,Deep Freezers,Nos.,"5,290"
13-Jan,8.1,10.61,110.7072,Air Conditioners,Nos.,23972
13-Feb,7.4,10.53,111.7072,Air Conditioners,Nos.,"24,226"
13-Mar,6.6,10.46,112.7072,Air Conditioners,Nos.,"53,900"
13-Apr,5.8,10.51,113.7072,Air Conditioners,Nos.,"46,499"
13-May,5.1,10.65,114.7072,Air Conditioners,Nos.,"42,499"
13-Jun,5.9,10.56,115.7072,Air Conditioners,Nos.,"56,076"
13-Jul,8.3,10.2,116.7072,Air Conditioners,Nos.,"33,300"
13-Aug,8.5,9.69,117.7072,Air Conditioners,Nos.,"18,957"
13-Sep,7.4,9.7,118.7072,Air Conditioners,Nos.,"20,979"
13-Oct,9.1,10.38,119.7072,Air Conditioners,Nos.,"12,276"
13-Nov,10.9,10,120.7072,Air Conditioners,Nos.,"8,885"
13-Dec,9.2,10.54,121.7072,Air Conditioners,Nos.,"8,617"
14-Jan,7.9,11.02,122.7072,Air Conditioners,Nos.,"23,972"
14-Feb,7.9,10.66,123.7072,Air Conditioners,Nos.,"23,568"
14-Mar,8.5,10.53,124.7072,Air Conditioners,Nos.,"23,568"
14-Apr,9.2,10.81,125.7072,Air Conditioners,Nos.,"39,348"
14-May,8.3,10.59,126.7072,Air Conditioners,Nos.,"49,359"
14-Jun,8.2,10.37,127.7072,Air Conditioners,Nos.,"36,890"
14-Jul,7.9,10.38,128.7072,Air Conditioners,Nos.,"31,030"
14-Aug,7,10.33,129.7072,Air Conditioners,Nos.,"21,997"
14-Sep,7.7,10.3,130.7072,Air Conditioners,Nos.,"22,276"
14-Oct,5.8,10.48,131.7072,Air Conditioners,Nos.,"9,124"
14-Nov,4,10.41,132.7072,Air Conditioners,Nos.,"5,424"
14-Dec,4.3,10.28,133.7072,Air Conditioners,Nos.,"6,268"
15-Jan,3.9,10.35,134.7072,Air Conditioners,Nos.,"14,300"
15-Feb,3.2,9.5,135.7072,Air Conditioners,Nos.,"11,339"
15-Mar,2.5,9.31,136.7072,Air Conditioners,Nos.,"32,633"
15-Apr,2.1,8.85,137.7072,Air Conditioners,Nos.,"42,667"
15-May,3.2,8.61,138.7072,Air Conditioners,Nos.,"49,525"
15-Jun,3.2,8.24,139.7072,Air Conditioners,Nos.,"78,950"
15-Jul,1.9,7.88,140.7072,Air Conditioners,Nos.,"38,814"
15-Aug,1.8,7.78,141.7072,Air Conditioners,Nos.,"26,166"
15-Sep,1.3,7.78,142.7072,Air Conditioners,Nos.,"21,519"
15-Oct,1.6,7.57,143.7072,Air Conditioners,Nos.,"19,706"
15-Nov,2.7,7.32,144.7072,Air Conditioners,Nos.,"9,301"
15-Dec,3.2,7.28,145.7072,Air Conditioners,Nos.,"6,734"
16-Jan,3.3,7.15,146.7072,Air Conditioners,Nos.,"10,520"
16-Feb,4,7.28,147.7072,Air Conditioners,Nos.,"34,133"
16-Mar,3.9,7.13,148.7072,Air Conditioners,Nos.,"51,288"
16-Apr,4.2,6.03,149.7072,Air Conditioners,Nos.,"59,558"
16-May,3.2,7.07,150.7072,Air Conditioners,Nos.,"59,117"
16-Jun,3.2,7.15,151.7072,Air Conditioners,Nos.,"51,653"
16-Jul,4.1,6.95,152.7072,Air Conditioners,Nos.,"39,738"
16-Aug,3.6,6.82,153.7072,Air Conditioners,Nos.,"19,960"
16-Sep,3.9,6.9,154.7072,Air Conditioners,Nos.,"9,567"
16-Oct,4.2,6.96,155.7072,Air Conditioners,Nos.,"8,660"
16-Nov,3.8,6.84,156.7072,Air Conditioners,Nos.,"7,949"
16-Dec,3.7,7,157.7072,Air Conditioners,Nos.,"6,886"
17-Jan,3.7,7.09,158.7072,Air Conditioners,Nos.,"7,391"
17-Feb,4.2,6.95,159.7072,Air Conditioners,Nos.,"58,798"
17-Mar,4.9,6.93,160.7072,Air Conditioners,Nos.,"77,072"
17-Apr,4.8,6.9,161.7072,Air Conditioners,Nos.,"78,025"
17-May,5,6.93,162.7072,Air Conditioners,Nos.,"87,721"
17-Jun,3.9,7.07,163.7072,Air Conditioners,Nos.,"68,857"
17-Jul,2.9,7.03,164.7072,Air Conditioners,Nos.,"47,681"
17-Aug,3.4,6.86,165.7072,Air Conditioners,Nos.,"35,134"
17-Sep,3.9,6.92,166.7072,Air Conditioners,Nos.,"9,493"
17-Oct,3.8,7.01,167.7072,Air Conditioners,Nos.,"6,133"
17-Nov,4,7.07,168.7072,Air Conditioners,Nos.,"6,659"
17-Dec,4.6,7.04,169.7072,Air Conditioners,Nos.,"9,551"
18-Jan,4.4,7.11,170.7072,Air Conditioners,Nos.,"23,307"
18-Feb,3.8,7.01,171.7072,Air Conditioners,Nos.,"67,920"
18-Mar,3.2,7,172.7072,Air Conditioners,Nos.,"76,972"
18-Apr,3.7,7.22,173.7072,Air Conditioners,Nos.,"89,072"
18-May,4.2,7.16,174.7072,Air Conditioners,Nos.,"83,371"
18-Jun,5.2,7.45,175.7072,Air Conditioners,Nos.,"72,891"
18-Jul,5.8,7.72,176.7072,Air Conditioners,Nos.,"51,588"
18-Aug,5.8,7.94,177.7072,Air Conditioners,Nos.,"34,982"
18-Sep,5.1,8.12,178.7072,Air Conditioners,Nos.,"5,819"
18-Oct,6.8,8.81,179.7072,Air Conditioners,Nos.,"9,713"
18-Nov,6.5,9.13,180.7072,Air Conditioners,Nos.,"20,805"
18-Dec,6.2,9.73,181.7072,Air Conditioners,Nos.,"20,646"
19-Jan,7.2,10.66,182.7072,Air Conditioners,Nos.,"23,307"
19-Feb,8.2,10.49,183.7072,Air Conditioners,Nos.,"74,268"
19-Mar,9.4,10.67,184.7072,Air Conditioners,Nos.,"72,023"
19-Apr,8.8,11.18,185.7072,Air Conditioners,Nos.,"69,632"
19-May,9.1,11.6,186.7072,Air Conditioners,Nos.,"68,816"
19-Jun,8.9,12.43,187.7072,Air Conditioners,Nos.,"66,581"
19-Jul,10.3,13.26,188.7072,Air Conditioners,Nos.,"38,960"
19-Aug,11.6,13.09,189.7072,Air Conditioners,Nos.,"32,599"
19-Sep,12.6,13.51,190.7072,Air Conditioners,Nos.,"6,964"
19-Oct,11.1,13.67,191.7072,Air Conditioners,Nos.,"5,981"
19-Nov,12.3,13.84,192.7072,Air Conditioners,Nos.,"5,676"
19-Dec,12.4,13.84,193.7072,Air Conditioners,Nos.,"7,845"
13-Jan,8.1,10.61,110.7072,Electric Bulbs,000' Nos,5661
13-Feb,7.4,10.53,111.7072,Electric Bulbs,000' Nos,"7,353"
13-Mar,6.6,10.46,112.7072,Electric Bulbs,000' Nos,"7,693"
13-Apr,5.8,10.51,113.7072,Electric Bulbs,000' Nos,"7,538"
13-May,5.1,10.65,114.7072,Electric Bulbs,000' Nos,"6,519"
13-Jun,5.9,10.56,115.7072,Electric Bulbs,000' Nos,"7,223"
13-Jul,8.3,10.2,116.7072,Electric Bulbs,000' Nos,"6,685"
13-Aug,8.5,9.69,117.7072,Electric Bulbs,000' Nos,"6,881"
13-Sep,7.4,9.7,118.7072,Electric Bulbs,000' Nos,"7,275"
13-Oct,9.1,10.38,119.7072,Electric Bulbs,000' Nos,"7,440"
13-Nov,10.9,10,120.7072,Electric Bulbs,000' Nos,"7,191"
13-Dec,9.2,10.54,121.7072,Electric Bulbs,000' Nos,"6,670"
14-Jan,7.9,11.02,122.7072,Electric Bulbs,000' Nos,"5,661"
14-Feb,7.9,10.66,123.7072,Electric Bulbs,000' Nos,"5,330"
14-Mar,8.5,10.53,124.7072,Electric Bulbs,000' Nos,"5,330"
14-Apr,9.2,10.81,125.7072,Electric Bulbs,000' Nos,"5,777"
14-May,8.3,10.59,126.7072,Electric Bulbs,000' Nos,"5,254"
14-Jun,8.2,10.37,127.7072,Electric Bulbs,000' Nos,"4,889"
14-Jul,7.9,10.38,128.7072,Electric Bulbs,000' Nos,"4,353"
14-Aug,7,10.33,129.7072,Electric Bulbs,000' Nos,"5,344"
14-Sep,7.7,10.3,130.7072,Electric Bulbs,000' Nos,"5,825"
14-Oct,5.8,10.48,131.7072,Electric Bulbs,000' Nos,"7,384"
14-Nov,4,10.41,132.7072,Electric Bulbs,000' Nos,"7,221"
14-Dec,4.3,10.28,133.7072,Electric Bulbs,000' Nos,"6,867"
15-Jan,3.9,10.35,134.7072,Electric Bulbs,000' Nos,"4,938"
15-Feb,3.2,9.5,135.7072,Electric Bulbs,000' Nos,4681
15-Mar,2.5,9.31,136.7072,Electric Bulbs,000' Nos,"4,371"
15-Apr,2.1,8.85,137.7072,Electric Bulbs,000' Nos,"3,880"
15-May,3.2,8.61,138.7072,Electric Bulbs,000' Nos,"4,298"
15-Jun,3.2,8.24,139.7072,Electric Bulbs,000' Nos,"5,591"
15-Jul,1.9,7.88,140.7072,Electric Bulbs,000' Nos,"4,580"
15-Aug,1.8,7.78,141.7072,Electric Bulbs,000' Nos,"4,823"
15-Sep,1.3,7.78,142.7072,Electric Bulbs,000' Nos,"4,646"
15-Oct,1.6,7.57,143.7072,Electric Bulbs,000' Nos,"4,498"
15-Nov,2.7,7.32,144.7072,Electric Bulbs,000' Nos,"5,257"
15-Dec,3.2,7.28,145.7072,Electric Bulbs,000' Nos,"4,673"
16-Jan,3.3,7.15,146.7072,Electric Bulbs,000' Nos,"6,444"
16-Feb,4,7.28,147.7072,Electric Bulbs,000' Nos,"6,055"
16-Mar,3.9,7.13,148.7072,Electric Bulbs,000' Nos,"5,334"
16-Apr,4.2,6.03,149.7072,Electric Bulbs,000' Nos,"7,118"
16-May,3.2,7.07,150.7072,Electric Bulbs,000' Nos,"9,402"
16-Jun,3.2,7.15,151.7072,Electric Bulbs,000' Nos,"9,263"
16-Jul,4.1,6.95,152.7072,Electric Bulbs,000' Nos,"9,064"
16-Aug,3.6,6.82,153.7072,Electric Bulbs,000' Nos,"5,869"
16-Sep,3.9,6.9,154.7072,Electric Bulbs,000' Nos,"5,598"
16-Oct,4.2,6.96,155.7072,Electric Bulbs,000' Nos,"5,251"
16-Nov,3.8,6.84,156.7072,Electric Bulbs,000' Nos,"4,798"
16-Dec,3.7,7,157.7072,Electric Bulbs,000' Nos,"5,935"
17-Jan,3.7,7.09,158.7072,Electric Bulbs,000' Nos,"5,870"
17-Feb,4.2,6.95,159.7072,Electric Bulbs,000' Nos,"5,830"
17-Mar,4.9,6.93,160.7072,Electric Bulbs,000' Nos,"5,580"
17-Apr,4.8,6.9,161.7072,Electric Bulbs,000' Nos,"5,560"
17-May,5,6.93,162.7072,Electric Bulbs,000' Nos,"6,360"
17-Jun,3.9,7.07,163.7072,Electric Bulbs,000' Nos,"6,149"
17-Jul,2.9,7.03,164.7072,Electric Bulbs,000' Nos,"9,226"
17-Aug,3.4,6.86,165.7072,Electric Bulbs,000' Nos,"8,634"
17-Sep,3.9,6.92,166.7072,Electric Bulbs,000' Nos,"6,185"
17-Oct,3.8,7.01,167.7072,Electric Bulbs,000' Nos,"6,938"
17-Nov,4,7.07,168.7072,Electric Bulbs,000' Nos,"6,368"
17-Dec,4.6,7.04,169.7072,Electric Bulbs,000' Nos,"6,349"
18-Jan,4.4,7.11,170.7072,Electric Bulbs,000' Nos,"4,785"
18-Feb,3.8,7.01,171.7072,Electric Bulbs,000' Nos,"3,456"
18-Mar,3.2,7,172.7072,Electric Bulbs,000' Nos,"5,423"
18-Apr,3.7,7.22,173.7072,Electric Bulbs,000' Nos,"6,797"
18-May,4.2,7.16,174.7072,Electric Bulbs,000' Nos,"6,070"
18-Jun,5.2,7.45,175.7072,Electric Bulbs,000' Nos,"5,366"
18-Jul,5.8,7.72,176.7072,Electric Bulbs,000' Nos,"6,328"
18-Aug,5.8,7.94,177.7072,Electric Bulbs,000' Nos,"6,469"
18-Sep,5.1,8.12,178.7072,Electric Bulbs,000' Nos,"5,215"
18-Oct,6.8,8.81,179.7072,Electric Bulbs,000' Nos,"5,082"
18-Nov,6.5,9.13,180.7072,Electric Bulbs,000' Nos,"4,778"
18-Dec,6.2,9.73,181.7072,Electric Bulbs,000' Nos,"4,810"
19-Jan,7.2,10.66,182.7072,Electric Bulbs,000' Nos,"4,785"
19-Feb,8.2,10.49,183.7072,Electric Bulbs,000' Nos,"4,767"
19-Mar,9.4,10.67,184.7072,Electric Bulbs,000' Nos,"5,981"
19-Apr,8.8,11.18,185.7072,Electric Bulbs,000' Nos,"5,981"
19-May,9.1,11.6,186.7072,Electric Bulbs,000' Nos,"5,016"
19-Jun,8.9,12.43,187.7072,Electric Bulbs,000' Nos,"5,118"
19-Jul,10.3,13.26,188.7072,Electric Bulbs,000' Nos,"5,780"
19-Aug,11.6,13.09,189.7072,Electric Bulbs,000' Nos,"5,468"
19-Sep,12.6,13.51,190.7072,Electric Bulbs,000' Nos,"5,859"
19-Oct,11.1,13.67,191.7072,Electric Bulbs,000' Nos,"5,309"
19-Nov,12.3,13.84,192.7072,Electric Bulbs,000' Nos,"4,076"
19-Dec,12.4,13.84,193.7072,Electric Bulbs,000' Nos,"5,884"
13-Jan,8.1,10.61,110.7072,Electric Fans,Nos.,152643
13-Feb,7.4,10.53,111.7072,Electric Fans,Nos.,"179,777"
13-Mar,6.6,10.46,112.7072,Electric Fans,Nos.,"179,802"
13-Apr,5.8,10.51,113.7072,Electric Fans,Nos.,"228,710"
13-May,5.1,10.65,114.7072,Electric Fans,Nos.,"232,565"
13-Jun,5.9,10.56,115.7072,Electric Fans,Nos.,"220,397"
13-Jul,8.3,10.2,116.7072,Electric Fans,Nos.,"195,706"
13-Aug,8.5,9.69,117.7072,Electric Fans,Nos.,"118,503"
13-Sep,7.4,9.7,118.7072,Electric Fans,Nos.,"89,385"
13-Oct,9.1,10.38,119.7072,Electric Fans,Nos.,"95,417"
13-Nov,10.9,10,120.7072,Electric Fans,Nos.,"104,914"
13-Dec,9.2,10.54,121.7072,Electric Fans,Nos.,"120,119"
14-Jan,7.9,11.02,122.7072,Electric Fans,Nos.,"152,643"
14-Feb,7.9,10.66,123.7072,Electric Fans,Nos.,"176,905"
14-Mar,8.5,10.53,124.7072,Electric Fans,Nos.,"176,905"
14-Apr,9.2,10.81,125.7072,Electric Fans,Nos.,"229,955"
14-May,8.3,10.59,126.7072,Electric Fans,Nos.,"230,352"
14-Jun,8.2,10.37,127.7072,Electric Fans,Nos.,"226,220"
14-Jul,7.9,10.38,128.7072,Electric Fans,Nos.,"181,717"
14-Aug,7,10.33,129.7072,Electric Fans,Nos.,"110,202"
14-Sep,7.7,10.3,130.7072,Electric Fans,Nos.,"122,832"
14-Oct,5.8,10.48,131.7072,Electric Fans,Nos.,"98,320"
14-Nov,4,10.41,132.7072,Electric Fans,Nos.,"110,452"
14-Dec,4.3,10.28,133.7072,Electric Fans,Nos.,"158,809"
15-Jan,3.9,10.35,134.7072,Electric Fans,Nos.,"161,774"
15-Feb,3.2,9.5,135.7072,Electric Fans,Nos.,185425
15-Mar,2.5,9.31,136.7072,Electric Fans,Nos.,"196,776"
15-Apr,2.1,8.85,137.7072,Electric Fans,Nos.,"193,425"
15-May,3.2,8.61,138.7072,Electric Fans,Nos.,"192,760"
15-Jun,3.2,8.24,139.7072,Electric Fans,Nos.,"220,070"
15-Jul,1.9,7.88,140.7072,Electric Fans,Nos.,"154,631"
15-Aug,1.8,7.78,141.7072,Electric Fans,Nos.,"126,739"
15-Sep,1.3,7.78,142.7072,Electric Fans,Nos.,"119,113"
15-Oct,1.6,7.57,143.7072,Electric Fans,Nos.,"101,669"
15-Nov,2.7,7.32,144.7072,Electric Fans,Nos.,"109,797"
15-Dec,3.2,7.28,145.7072,Electric Fans,Nos.,"127,878"
16-Jan,3.3,7.15,146.7072,Electric Fans,Nos.,"138,984"
16-Feb,4,7.28,147.7072,Electric Fans,Nos.,"157,466"
16-Mar,3.9,7.13,148.7072,Electric Fans,Nos.,"247,706"
16-Apr,4.2,6.03,149.7072,Electric Fans,Nos.,"260,858"
16-May,3.2,7.07,150.7072,Electric Fans,Nos.,"265,798"
16-Jun,3.2,7.15,151.7072,Electric Fans,Nos.,"222,802"
16-Jul,4.1,6.95,152.7072,Electric Fans,Nos.,"199,842"
16-Aug,3.6,6.82,153.7072,Electric Fans,Nos.,"179,204"
16-Sep,3.9,6.9,154.7072,Electric Fans,Nos.,"175,320"
16-Oct,4.2,6.96,155.7072,Electric Fans,Nos.,"162,440"
16-Nov,3.8,6.84,156.7072,Electric Fans,Nos.,"131,852"
16-Dec,3.7,7,157.7072,Electric Fans,Nos.,"145,945"
17-Jan,3.7,7.09,158.7072,Electric Fans,Nos.,"161,600"
17-Feb,4.2,6.95,159.7072,Electric Fans,Nos.,"213,579"
17-Mar,4.9,6.93,160.7072,Electric Fans,Nos.,"232,758"
17-Apr,4.8,6.9,161.7072,Electric Fans,Nos.,"293,237"
17-May,5,6.93,162.7072,Electric Fans,Nos.,"313,037"
17-Jun,3.9,7.07,163.7072,Electric Fans,Nos.,"314,337"
17-Jul,2.9,7.03,164.7072,Electric Fans,Nos.,"275,495"
17-Aug,3.4,6.86,165.7072,Electric Fans,Nos.,"229,135"
17-Sep,3.9,6.92,166.7072,Electric Fans,Nos.,"213,829"
17-Oct,3.8,7.01,167.7072,Electric Fans,Nos.,"202,754"
17-Nov,4,7.07,168.7072,Electric Fans,Nos.,"114,743"
17-Dec,4.6,7.04,169.7072,Electric Fans,Nos.,"148,165"
18-Jan,4.4,7.11,170.7072,Electric Fans,Nos.,"168,926"
18-Feb,3.8,7.01,171.7072,Electric Fans,Nos.,"185,479"
18-Mar,3.2,7,172.7072,Electric Fans,Nos.,"218,393"
18-Apr,3.7,7.22,173.7072,Electric Fans,Nos.,"259,051"
18-May,4.2,7.16,174.7072,Electric Fans,Nos.,"263,376"
18-Jun,5.2,7.45,175.7072,Electric Fans,Nos.,"247,372"
18-Jul,5.8,7.72,176.7072,Electric Fans,Nos.,"199,695"
18-Aug,5.8,7.94,177.7072,Electric Fans,Nos.,"181,430"
18-Sep,5.1,8.12,178.7072,Electric Fans,Nos.,"170,090"
18-Oct,6.8,8.81,179.7072,Electric Fans,Nos.,"135,128"
18-Nov,6.5,9.13,180.7072,Electric Fans,Nos.,"136,372"
18-Dec,6.2,9.73,181.7072,Electric Fans,Nos.,"156,667"
19-Jan,7.2,10.66,182.7072,Electric Fans,Nos.,"168,926"
19-Feb,8.2,10.49,183.7072,Electric Fans,Nos.,"200,906"
19-Mar,9.4,10.67,184.7072,Electric Fans,Nos.,"219,530"
19-Apr,8.8,11.18,185.7072,Electric Fans,Nos.,"288,823"
19-May,9.1,11.6,186.7072,Electric Fans,Nos.,"320,181"
19-Jun,8.9,12.43,187.7072,Electric Fans,Nos.,"330,337"
19-Jul,10.3,13.26,188.7072,Electric Fans,Nos.,"192,077"
19-Aug,11.6,13.09,189.7072,Electric Fans,Nos.,"300,561"
19-Sep,12.6,13.51,190.7072,Electric Fans,Nos.,"278,829"
19-Oct,11.1,13.67,191.7072,Electric Fans,Nos.,"280,007"
19-Nov,12.3,13.84,192.7072,Electric Fans,Nos.,"134,000"
19-Dec,12.4,13.84,193.7072,Electric Fans,Nos.,"138,000"
13-Jan,8.1,10.61,110.7072,Electric Motors,Nos.,782
13-Feb,7.4,10.53,111.7072,Electric Motors,Nos.,856
13-Mar,6.6,10.46,112.7072,Electric Motors,Nos.,665
13-Apr,5.8,10.51,113.7072,Electric Motors,Nos.,601
13-May,5.1,10.65,114.7072,Electric Motors,Nos.,476
13-Jun,5.9,10.56,115.7072,Electric Motors,Nos.,459
13-Jul,8.3,10.2,116.7072,Electric Motors,Nos.,835
13-Aug,8.5,9.69,117.7072,Electric Motors,Nos.,740
13-Sep,7.4,9.7,118.7072,Electric Motors,Nos.,912
13-Oct,9.1,10.38,119.7072,Electric Motors,Nos.,841
13-Nov,10.9,10,120.7072,Electric Motors,Nos.,747
13-Dec,9.2,10.54,121.7072,Electric Motors,Nos.,771
14-Jan,7.9,11.02,122.7072,Electric Motors,Nos.,782
14-Feb,7.9,10.66,123.7072,Electric Motors,Nos.,786
14-Mar,8.5,10.53,124.7072,Electric Motors,Nos.,786
14-Apr,9.2,10.81,125.7072,Electric Motors,Nos.,877
14-May,8.3,10.59,126.7072,Electric Motors,Nos.,879
14-Jun,8.2,10.37,127.7072,Electric Motors,Nos.,862
14-Jul,7.9,10.38,128.7072,Electric Motors,Nos.,779
14-Aug,7,10.33,129.7072,Electric Motors,Nos.,814
14-Sep,7.7,10.3,130.7072,Electric Motors,Nos.,807
14-Oct,5.8,10.48,131.7072,Electric Motors,Nos.,745
14-Nov,4,10.41,132.7072,Electric Motors,Nos.,743
14-Dec,4.3,10.28,133.7072,Electric Motors,Nos.,767
15-Jan,3.9,10.35,134.7072,Electric Motors,Nos.,766
15-Feb,3.2,9.5,135.7072,Electric Motors,Nos.,755
15-Mar,2.5,9.31,136.7072,Electric Motors,Nos.,725
15-Apr,2.1,8.85,137.7072,Electric Motors,Nos.,749
15-May,3.2,8.61,138.7072,Electric Motors,Nos.,731
15-Jun,3.2,8.24,139.7072,Electric Motors,Nos.,632
15-Jul,1.9,7.88,140.7072,Electric Motors,Nos.,695
15-Aug,1.8,7.78,141.7072,Electric Motors,Nos.,737
15-Sep,1.3,7.78,142.7072,Electric Motors,Nos.,485
15-Oct,1.6,7.57,143.7072,Electric Motors,Nos.,665
15-Nov,2.7,7.32,144.7072,Electric Motors,Nos.,705
15-Dec,3.2,7.28,145.7072,Electric Motors,Nos.,676
16-Jan,3.3,7.15,146.7072,Electric Motors,Nos.,518
16-Feb,4,7.28,147.7072,Electric Motors,Nos.,592
16-Mar,3.9,7.13,148.7072,Electric Motors,Nos.,607
16-Apr,4.2,6.03,149.7072,Electric Motors,Nos.,559
16-May,3.2,7.07,150.7072,Electric Motors,Nos.,578
16-Jun,3.2,7.15,151.7072,Electric Motors,Nos.,502
16-Jul,4.1,6.95,152.7072,Electric Motors,Nos.,630
